Date,Open,High,Low,Close,Adj Close,Volume
2012-01-03,1298.6090494791667,1305.8223818824404,1292.220947265625,1301.6976318359375,1301.6976318359375,4003424761.904762
2012-02-02,1353.4352329799108,1359.2852318173364,1348.3190511067708,1355.6847621372767,1355.6847621372767,3861146666.6666665
2012-03-03,1389.0215148925781,1395.386004638672,1382.9795043945312,1390.9780029296876,1390.9780029296876,3834846500.0
2012-04-02,1387.4542759486608,1395.277134486607,1379.3738083612352,1387.3523646763392,1387.3523646763392,3741412380.952381
2012-05-02,1342.605712890625,1348.3580961681548,1331.0057140531994,1338.1990385509673,1338.1990385509673,3957740000.0
2012-06-01,1321.1390497116815,1331.9385811941963,1312.0076206752233,1323.4842936197917,1323.4842936197917,3884878095.2380953
2012-07-01,1357.6330017089845,1364.9594970703124,1348.5250061035156,1358.7990112304688,1358.7990112304688,3464112000.0
2012-07-31,1401.2595270330255,1407.0786354758523,1396.218633478338,1402.3895430131392,1402.3895430131392,3119856818.181818
2012-08-30,1438.1438046409971,1445.1757114955358,1432.8414248511904,1439.5728527250744,1439.5728527250744,3583467142.857143
2012-09-29,1440.6404907226563,1447.3285095214844,1433.0830078125,1439.0994934082032,1439.0994934082032,3408760500.0
2012-10-29,1392.9826403166119,1401.4336965460527,1384.0873766447369,1392.3610582853619,1392.3610582853619,3388648421.0526314
2012-11-28,1420.962855747768,1427.4790504092261,1414.2952532087054,1421.864281063988,1421.864281063988,3401870000.0
2012-12-28,1464.4189517372533,1471.7631643194902,1459.7494667454769,1468.8857935855262,1468.8857935855262,3495507894.736842
2013-01-27,1511.4755004882813,1517.0484924316406,1504.239501953125,1510.7200012207031,1510.7200012207031,3644945000.0
2013-02-26,1540.910439231179,1548.2686268199575,1535.510897549716,1544.3181707208807,1544.3181707208807,3484641818.181818
2013-03-28,1567.3414306640625,1575.277134486607,1558.7895333426338,1568.2599923270088,1568.2599923270088,3512674761.904762
2013-04-27,1629.8104858398438,1638.6460021972657,1624.325994873047,1633.7074890136719,1633.7074890136719,3422038000.0
2013-05-27,1629.0100039527529,1638.1423804873511,1616.7880859375,1626.0133521670386,1626.0133521670386,3699499047.6190476
2013-06-26,1652.6219133649554,1661.0599888392858,1648.9190441313244,1656.4252290271577,1656.4252290271577,3201699047.6190476
2013-07-26,1681.8466796875,1687.0647786458333,1674.509056454613,1680.8271426246279,1680.8271426246279,3041823809.5238094
2013-08-25,1672.5249877929687,1680.577490234375,1666.3394897460937,1673.73349609375,1673.73349609375,3218910500.0
2013-09-24,1700.2540949041193,1707.981817072088,1692.8977217240767,1702.591835715554,1702.591835715554,3240980454.5454545
2013-10-24,1771.382274280895,1778.5304509943182,1765.8904529918325,1773.5590931285512,1773.5590931285512,3355835909.090909
2013-11-23,1797.0215614720394,1803.0915848581415,1790.1199886924342,1797.2310534025494,1797.2310534025494,3305016315.7894735
2013-12-23,1837.1794754831415,1842.4926243832238,1831.353695518092,1837.6315725226152,1837.6315725226152,3034413157.894737
2014-01-22,1801.0614246186756,1810.2523890904017,1790.6419038318452,1801.163330078125,1801.163330078125,3744242857.142857
2014-02-21,1859.5228736514136,1868.1857154482886,1851.3547653924852,1860.3452439081102,1860.3452439081102,3521284761.904762
2014-03-23,1859.2980041503906,1868.4820129394532,1849.389501953125,1858.7744995117187,1858.7744995117187,3374086500.0
2014-04-22,1879.3918124112215,1885.7895396839488,1870.9695490056818,1879.7936345880682,1879.7936345880682,3217058181.818182
2014-05-22,1929.6499895368304,1935.3304734002977,1925.415248325893,1933.1723807198662,1933.1723807198662,2918030952.3809524
2014-06-21,1967.6647499486019,1973.7089458264802,1961.0405144942433,1968.349455180921,1968.349455180921,3037041578.9473686
2014-07-21,1954.2163640802557,1961.4263694069602,1945.8304609818892,1953.9459062056108,1953.9459062056108,3040036818.181818
2014-08-20,1995.722377232143,2001.6181059337798,1989.5180954706102,1997.0718994140625,1997.0718994140625,2748901428.571429
2014-09-19,1948.7176106770833,1959.1904703776042,1931.3695359002977,1943.4533400762648,1943.4533400762648,4048875714.285714
2014-10-19,1992.3899972098213,2003.0738060360864,1986.8495221819196,1999.1785714285713,1999.1785714285713,3558871904.7619047
2014-11-18,2048.6090552920386,2058.568586077009,2038.8224051339287,2047.3523937406994,2047.3523937406994,3720627142.857143
2014-12-18,2049.6884948730467,2061.703009033203,2037.3804992675782,2049.097491455078,2049.097491455078,3529021500.0
2015-01-17,2041.8305150082238,2054.7089586759867,2030.384213096217,2046.0205399362665,2046.0205399362665,3891372105.263158
2015-02-16,2091.161417643229,2097.016183035714,2081.09286063058,2090.317132859003,2090.317132859003,3367539047.6190476
2015-03-18,2083.4243047805057,2093.8604678199404,2074.9771670386904,2084.9414178757443,2084.9414178757443,3430433333.3333335
2015-04-17,2103.2181105840773,2112.4066220238096,2093.3038039434523,2103.6542852492557,2103.6542852492557,3464726190.4761906
2015-05-17,2110.126013183594,2116.6949951171873,2101.539501953125,2108.5860229492187,2108.5860229492187,3105532500.0
2015-06-16,2090.161888485863,2101.122849237351,2081.016665504092,2090.6190650576636,2090.6190650576636,3499224761.904762
2015-07-16,2100.148182262074,2107.017733487216,2089.1813742897725,2098.9936301491475,2098.9936301491475,3641857272.7272725
2015-08-15,1980.3452598170231,1998.234220805921,1955.7078793174342,1973.4463211862665,1973.4463211862665,4059174736.8421054
2015-09-14,1959.9413729580965,1973.64228404652,1945.980907093395,1961.8204512162642,1961.8204512162642,3938553181.818182
2015-10-14,2064.330910422585,2073.811368075284,2055.1081820401278,2066.1354481090198,2066.1354481090198,3921935909.090909
2015-11-13,2070.9284729003907,2082.474530029297,2058.3565063476562,2069.605505371094,2069.605505371094,3840108500.0
2015-12-13,2027.1826428865131,2036.8868665193256,2009.3263196443256,2022.2021227384869,2022.2021227384869,3870696315.7894735
2016-01-12,1896.6599993024554,1912.4937976655506,1872.0290469215029,1892.9947509765625,1892.9947509765625,5004074761.904762
2016-02-11,1941.2709379650298,1955.8118954613096,1930.9295247395833,1948.6023704892114,1948.6023704892114,4590387142.857142
2016-03-12,2044.0258018092106,2053.0263157894738,2035.5468493009869,2046.474211040296,2046.474211040296,3801066842.105263
2016-04-11,2075.2581898082385,2083.5104647549715,2066.8904529918323,2076.9436257102275,2076.9436257102275,3913161363.6363635
2016-05-11,2078.834740048363,2087.271437872024,2070.737618582589,2080.4595307849704,2080.4595307849704,3630078095.2380953
2016-06-10,2079.3725036621095,2091.4249938964845,2067.202020263672,2080.2390014648436,2080.2390014648436,4023830000.0
2016-07-10,2163.9371396019346,2170.108572823661,2157.8147553943454,2165.6514253162204,2165.6514253162204,3482506666.6666665
2016-08-09,2180.2252604166665,2185.0257161458335,2173.6785714285716,2180.280936104911,2180.280936104911,3191406190.4761906
2016-09-08,2154.4868386008525,2163.3100031072445,2143.493641246449,2153.361827503551,2153.361827503551,3704717272.7272725
2016-10-08,2134.2659912109375,2140.001989746094,2124.5005004882814,2130.0504760742188,2130.0504760742188,3587369000.0
2016-11-07,2179.863816034226,2189.837158203125,2174.3752325148807,2184.817603701637,2184.817603701637,4213748571.428571
2016-12-07,2257.5520141601564,2265.535009765625,2251.6455078125,2258.8410034179688,2258.8410034179688,3503293500.0
2017-01-06,2277.00546875,2282.5255126953125,2269.9949951171875,2278.127978515625,2278.127978515625,3529218000.0
2017-02-05,2343.31650390625,2350.49599609375,2338.7190063476564,2347.3395141601563,2347.3395141601563,3645307500.0
2017-03-07,2363.2109375,2370.3154851740055,2354.56406471946,2362.3886274857955,2362.3886274857955,3504163636.3636365
2017-04-06,2367.017624627976,2373.3104654947915,2360.396658761161,2367.208077566964,2367.208077566964,3515850476.1904764
2017-05-06,2398.7926218133225,2404.8126541940787,2393.194708573191,2400.5420821340463,2400.5420821340463,3588150526.3157897
2017-06-05,2435.5952032180057,2440.8147321428573,2426.943336123512,2433.6933244977677,2433.6933244977677,3602579523.8095236
2017-07-05,2457.4049960049715,2461.8286465731535,2451.048173384233,2458.1418235085225,2458.1418235085225,3275746818.181818
2017-08-04,2454.5790085565477,2462.36474609375,2447.878104073661,2454.4571707589284,2454.4571707589284,2994183809.5238094
2017-09-03,2493.671496582031,2498.6505126953125,2488.633984375,2495.4695434570312,2495.4695434570312,3356885500.0
2017-10-03,2558.625909978693,2563.117265181108,2553.4872824928975,2559.280905983665,2559.280905983665,3259244545.4545455
2017-11-02,2593.2533133370534,2600.3928338913693,2586.4795270647323,2596.5990629650296,2596.5990629650296,3501270952.3809524
2017-12-02,2667.1736739309213,2673.535760176809,2661.2557822779604,2665.504767166941,2665.504767166941,3241093157.894737
